text,lang,published,entities
"Morgen Abend bin ich zu ""Brotzeit, Bier & Politik"" beim SPD OV Bamberg-Berg eingeladen. 

Kommt vorbei und diskutiert mit uns in lockerer Atmosphäre ab 18.30 Uhr im Einhornskeller über die aktuellen politischen Entwicklungen in Berlin und über das, was uns vor Ort bewegt. 
#brotzeitbiertundpolitik",de,19-11-2024,"['Brotzeit, Bier & Politik', 'Einhornskeller', 'Berlin']"
"Bitte unbedingt teilen und weitersagen!!!
http://bit.ly/3ZnSyUx

@Top-Fans",de,19-11-2024,['3ZnSyUx']
"63 % der Bürgergeld-Empfänger mit „Migrationshintergrund“: Die CDU ist die Mutter der illegalen Massenmigration!

Aktuelle Zahlen bestätigen es so deutlich wie nie: Das von der Ampel-Regierung eingeführte Bürgergeld ist endgültig zum „Neubürgergeld“ geworden. Allein für die Bürgergeld-Versorgung von „Flüchtlingen“ und Migranten stiegen die Kosten im vergangenen Jahr auf 12,2 Milliarden Euro. Jeder zweite Bürgergeld-Empfänger ist Ausländer. Der Anteil der Empfänger, die entweder Ausländer sind oder zumindest einen sogenannten Migrationshintergrund haben, liegt sogar bei fast zwei Dritteln (63,5 Prozent).  

Allein die Bürgergeld-Zahlungen an Ukrainer schlugen im vergangenen Jahr mit 5,8 Milliarden Euro zu Buche. Bei den Syrern sind es 3,5 Milliarden Euro und bei den Afghanen 1,3 Milliarden Euro. Unser Sozialstaat wird geplündert – das ist das Ergebnis der Politik der Massenmigration, die von der CDU und den Ampel-Parteien seit Jahren vorangetrieben wird. CDU-Chef Merz tut sich mit heuchlerischer Kritik an dieser Entwicklung hervor – doch ohne die CDU würden wir nicht eine Großstadt mit mehr als zweieinhalb Millionen Bürgergeld-Migranten alimentieren. Es ist die CDU, die in allen Bundesländern, wo sie regiert, eine Migrationswende systematisch blockiert.

Und es ist die CDU, die jetzt im Bundestag die Möglichkeit hätte, die vorhandene Mehrheit mit AfD und FDP zu nutzen und für geschützte Staatsgrenzen zu sorgen. Stattdessen zieht es die Merz-Truppe vor, sich mit der Forderung nach neuen Waffenlieferungen in die Ukraine zu profilieren. So liefern sich die Union und die Rest-, Chaos- und Rumpf-Ampel einen Überbietungswettbewerb in der Frage, wer unser Geld am schnellsten in aller Welt verschenkt. Nur die AfD bleibt unverrückbar dabei: Die illegale Massenmigration muss gestoppt werden, damit wir unseren Sozialstaat für unsere eigenen Leute erhalten können!

Bitte unterstützen Sie uns, Deutschland wieder auf Kurs zu bringen und den Frieden zu sichern! 

AfD Kreisverband Bautzen 
DE16 8505 0300 0225 7855 52

Zahlungsgrund: Wahlkampfspende Hilse",de,19-11-2024,"['Ausländer', 'Ukraine', 'Deutschland']"
"Seit 1.000 Tagen bedroht Putins Russland die Existenz der Ukraine und hält die Bevölkerung mit brutalen Angriffen im Ausnahmezustand. Seit 1.000 Tagen wehren sich die Ukrainerinnen und Ukrainer gegen Putins Großmachtfantasien und setzen dem ihren Mut und ihre Hoffnung entgegen. Sie verteidigen damit nicht nur die Zukunft ihres Landes, sondern auch den Frieden und die Sicherheit in Europa. ✊🏼

Wir stehen fest an der Seite der Ukraine und unterstützen sie auf ihrem Weg zu einem Frieden in Freiheit und ohne Unterdrückung. Echter Frieden ist mehr als die Abwesenheit von Krieg. Echter Frieden ist ein Versprechen von Sicherheit und schafft Raum für Freiheit und Wohlstand, Teilhabe und Selbstbestimmung. Europa muss entschlossen und geschlossen für Frieden und gegen die Aggression Putins eintreten.

Ein wichtiger Schritt für die Ukraine ist auch weiterhin die finanzielle Unterstützung. Dafür wollen wir mit unseren Partnern eingefrorenen russischen Vermögenswerten nutzen, um dringend benötigte Hilfen zu leisten.

Auch 1.000 Tage nach Putins brutalem Angriff bleibt unsere Unterstützung ungebrochen und wir dürfen auch in Zukunft nicht nachlassen – im Gegenteil. 🇺🇦",de,19-11-2024,"['Russland', 'Ukraine', 'Ukrainer', 'Europa']"
"Vor 1000 Tagen startete #Putin seinen Angriffskrieg gegen die #Ukraine. Das Leid, das er über das Land gebracht ist, ist unbegreiflich. Unser Platz muss weiterhin unverrückbar an der Seite der Ukraine und des Friedens sein. Alles andere wäre fatal für die Zukunft Europas.",de,19-11-2024,"['Putin', 'Angriffskrieg', 'Ukraine']"
"Volles (Rat)Haus in Schwerin! Über 100 Bürger kamen gestern zum Dialogabend unserer AfD-Bundestagsfraktion. Mein MdB-Kollege Enrico Komning und ich konnten aus erster Hand berichten, wie sich Reste-Ampel und Scheinopposition (SPD, Grüne, CDU, FDP) zusammentun, um die echte Opposition an der parlamentarischen Arbeit zu hindern. Irrsinn!

Dazu bekamen die Schweriner Einblicke in unsere starke Landtagsarbeit von Petra Federau und Jan-Phillip Tadsen - MdL sowie in unser erfolgreiches kommunales Wirken von <redacted_mention>. 

War eine großartige Veranstaltung mit spannender Diskussion und vor allem mit großer Hoffnung in Richtung 23. Februar. 😎🇩🇪

#schwerin #bundestag #Bundestagswahl #AfD #unserlandzuerst #leiferikholm #wahlkreis12",de,19-11-2024,"['Schwerin', 'Petra Federau', 'Jan-Phillip Tadsen', 'schwerin']"
"Wenn wir Teil der Einheit sein wollen, die darauf aus ist, diesen Krieg zu beenden, dann muss jetzt eine Kurskorrektur in Deutschland stattfinden. Union, Grüne und FDP sind dazu bereit. Nur Olaf Scholz und seine #SPD blockieren weiter und verzögern damit wichtige Maßnahmen.",de,19-11-2024,"['Deutschland', 'Olaf Scholz']"
"Merkels Ost-Beauftragter Marco Wanderwitz beleidigte während seiner Amtszeit immer wieder pauschal die Ostdeutschen, die er eigentlich vertreten sollte. So machte er Ostdeutsche für „Corona-Wellen“ verantwortlich und behauptete, Teile der ostdeutschen Bevölkerung seien „nicht in der Demokratie angekommen“. Durch seine wiederholte Hetze verlor er bei der Bundestagswahl 2021 sein Direktmandat in Sachsen an einen AfD-Kandidaten. Die Geister, die er rief, wurde er nicht mehr los. Wanderwitz beklagt nun, dass er nicht mehr für den Bundestag kandidieren wolle, da er unter Anfeindungen leide.

Was er als Nächstes machen will, lässt er offen. Der nächste Karriereschritt kommt bestimmt. Vielleicht reicht Wanderwitz' „Demokratie-Kompetenz“ für den Chefsessel beim Verfassungsschutz.",de,19-11-2024,"['Marco Wanderwitz', 'Ostdeutschen', 'Ostdeutsche', 'Bundestagswahl 2021', 'Sachsen', 'Verfassungsschutz']"
"FAZ 

„Die Empörung über Lindner ist gespielt, die Vorwürfe sind maßlos. Nicht nur Lindner, auch Scholz wollte den Bruch der Koalition.“",de,19-11-2024,"['Lindner', 'Scholz']"
"Was für eine großartige Unterstützung! Mit über 98 Prozent der Stimmen bin ich erneut zum CDU-Bundestagskandidaten gewählt worden. Vielen Dank – dieses klare Signal gibt uns Rückenwind! Gemeinsam werden wir zeigen, dass Deutschland mehr kann und unser Land wieder nach vorne bringen!

#Bundestag #Neuwahl #Wahl #Mosel #Eifel #Hunsrück #Rhein #BernkastelWittlich #CochemZell #RheinHunsrück #Heimat #CDU",de,19-11-2024,"['Deutschland', 'Neuwahl', 'Wahl', 'Mosel', 'Eifel', 'Hunsrück', 'Rhein', 'BernkastelWittlich', 'CochemZell', 'RheinHunsrück']"
"Unser strategisches Ziel muss es sein, die Ukraine so auszustatten, dass Putins Krieg keinen Erfolg hat. Erst dann haben Politik und Diplomatie eine echte Chance.",de,19-11-2024,"['Ukraine', 'Krieg']"
"👨‍🦳 Wer sein Leben lang hart gearbeitet hat, soll im Alter gut abgesichert sein. 👵

❤️ Unser Ziel ist klar: Fleißige Menschen sollen auch in Zukunft nach einem Leben voller Arbeit eine stabile Rente bekommen. Dafür stehen wir, beispielsweise indem wir das Rentenniveau langfristig bei mindestens 48 Prozent festschreiben. So stellen wir sicher, dass die Renten auch in Zukunft Jahr für Jahr im Gleichschritt mit der Lohnentwicklung steigen können. Würden wir nichts tun, würde die Kaufkraft der Renten sinken.

⚫️ Andere wie etwa die CDU/CSU fordern immer wieder eine weitere Erhöhung des Renteneintrittsalters oder eine Abschaffung der Möglichkeit, ohne Abschläge in Rente zu gehen, wenn man 45 Jahre lang Beiträge bezahlt hat. Faktisch wären das Rentenkürzungen. 

🙌 Mit uns wird es keine Rentenkürzungen geben. Wir lehnen eine weitere Erhöhung des Renteneintrittsalters über 67 Jahre hinaus ab und stehen zur abschlagfreien Rente nach 45 Beitragsjahren.",de,19-11-2024,[]
"Zahlst du zu viel Miete? Ist Deine Miete ortsüblich und angemessen? Wir als <redacted_mention> haben da was für Dich. Unter www.mietwucher.app kannst Du Deine Miete prüfen. Zunächst nur für Hamburg, Berlin, Leipzig und Freiburg verfügbar. 
Vielleicht hast bei Dir auch eine coole Großfläche in Deiner Nähe entdeckt? Gern Fotos in die Kommentare oder eigene Posts machen.",de,19-11-2024,"['Hamburg', 'Berlin', 'Leipzig', 'Freiburg']"
"""Guter Junge, gut erzogen!"", vermerkte das Plenarprotokoll des Deutschen Bundestages den Zwischenruf von Wolfgang Börnsen, als ich eine meiner ersten Reden im Hohen Haus hielt. Ich begann den Plenarbeitrag mit der parlamentarisch üblichen Begrüßung des Präsidenten, der Anwesenden und - ungewöhnlich - meiner Eltern auf der Tribüne. (Bönstrup) - auf seinen Parlamentsnamen legte er Wert - war damals ein Gigant der deutschen Kulturpolitik, einflussreicher kulturpolitischer Sprecher der CDU CSU Fraktion und fraktionsübergreifend im #Bundestag anerkannt. Zuweilen hielt er seine Reden in plattdeutsch. 

Jahre später bereitete ich eine fraktionsübergreifende Gesetzesinitiative vor, um das deutsche #Stiftungsrecht von Fehlern zu befreien und Lücken zu schließen. Impulsgeber dafür war mein ehemaliger Jura-Professor Olaf Werner, der an der Friedrich-Schiller-Universität Jena unter anderem Stiftungsrecht lehrte. Eng begleitete dies wiederum Wolfgang Börnsen, der mutmaßlich (und klugerweise) frühzeitig Streitpunkte in der #Koalition identifizieren wollte, damit wir diese gemeinsam bereits im Denkprozess ausräumen. Burkhardt Müller-Sönksen und <redacted_mention> werden sich erinnern. 

Nun erfuhr ich, dass bereits vor zwei Wochen ""Börnsen Bönstrup"" verstarb. Das erinnerte mich an die Traueranzeige für Prof. Olaf Werner in der Ostthüringer Zeitung vor zwei Monaten. Beides trifft und beides beschäftigt, dies auch, weil ich heute gänzlich anderen Dingen nachgehe und lange Werner wie auch Börnsen nicht mehr über den Weg lief.

Ob es dem deutschen Stiftungswesen heute besser geht, ist mir unbekannt. Ich bringe #Mobilität und #Tech ganz Flix voran. Das sind Zukunftsthemen, die aber einen Rückblick auf die Menschen, die die einzelnen Lebensabschnitte begleiteten, nicht  verhindern sollte.

Bild: Mit ""Börnsen Bönstrup"" (rechts) und Prof. Werner (mitte) nach einer Berichterstatterrunde im legendären Ecksaal des JKH-Nordflügels, der den legendären Blick auf den Reichstag bereithält.",de,19-11-2024,"['Deutschen Bundestages', 'Wolfgang Börnsen', 'Hohen Haus', 'Olaf Werner', 'Börnsen Bönstrup']"
"Die SPD-Bundestagsfraktion gratuliert Maia Sandu zu ihrem Wahlerfolg. Auf sie warten große Herausforderungen. Das im Referendum von vor zwei Wochen bestätigte Ziel der EU-Integration muss gesellschaftlich breit getragen werden. Ein überparteilicher Konsens für den EU-Integrationskurs ist zentral – zusammen mit der Opposition und ohne eine weitere Polarisierung in der moldauischen Gesellschaft.

Der Wahlkampf war von einer beispiellosen Zuspitzung geprägt. So kam es vielfach zu Desinformationskampagnen, Propagandamaßnahmen und Drohungen aus Russland. Zudem haben der Umgang mit einem Teil der Wählerinnen und Wählern der Diaspora und mit Minderheiten sowie die Verknüpfung von Referendum und Präsidentschaftswahl zur Polarisierung der verschiedenen politischen Lager und der Bevölkerung beigetragen.

Die eigentliche Entscheidung um die Macht in Moldau steht mit den Parlamentswahlen im kommenden Jahr noch bevor. Es wäre gut, wenn die politische Auseinandersetzung nicht über das Thema der EU-Orientierung des Landes ausgetragen wird, sondern über Sachthemen. Die Zukunft des Landes in der EU sollte als gemeinsames Ziel aller wichtigen Kräfte Moldaus verstanden werden.",de,19-11-2024,"['Maia Sandu', 'Referendum', 'Russland', 'Präsidentschaftswahl', 'Parlamentswahlen']"
Merkt euch die Namen - sie wollen die Opposition verbieten!,de,18-11-2024,[]
"Das ist eine hervorragende Entscheidung von unserem Parteivorsitzenden Dr. Markus Söder MdL: 

Der Präsident des Bayerischen Bauernverbandes, Günther Felßner aus Lauf an der Pegnitz, steht auf der CSU-Landesliste für die kommende Bundestagswahl und wird unser Mann fürs Landwirtschaftsministerium!

Gemeinsam mit Artur Auernhammer MdB aus Weißenburg sind dann unsere Landwirte durch die CSU-Landesgruppe bestens in Berlin vertreten. Jetzt gilt es, die CSU am 23. Februar 2025 auch zu wählen!

#Politik #Landwirtschaft #CSU #Bundestag #BayerischerBauernverband",de,18-11-2024,"['Günther Felßner', 'Lauf an der Pegnitz', 'Bundestagswahl', 'Weißenburg', 'Berlin']"
"Vielen Dank für das Vertrauen!

Mit großer Freude durfte ich heute auf der Aufstellungsversammlung in Bergneustadt mehr als 90 % der Stimmen der Delegierten erhalten. Dieses starke Votum ist für mich ein toller Auftakt in einen kurzen, aber intensiven Wahlkampf für die Bundestagswahl am 23. Februar.

Ich freue mich auf viele Begegnungen, Gespräche und den Austausch mit euch hier im Oberbergischen Kreis. Gemeinsam kämpfen wir für eine starke CDU und eine lebendige Demokratie in Deutschland.

Lasst uns zusammen anpacken – für unsere Region und unser Land!

#wirfüroberberg #carstenbrodesser #oberberg #oberbergischerkreis #cduoberberg",de,18-11-2024,"['Bergneustadt', 'Bundestagswahl', 'Oberbergischen Kreis', 'Deutschland', 'carstenbrodesser', 'oberberg']"
"Liebe FollowerINNEN, jemand hat ein Fakeprofil mit meinem Namen und einem Foto von mir erstellt. Bitte antwortet nicht auf Nachrichten und nehmt keine Anfragen an, gern auch das Profil melden! Danke für Euer Verständnis!",de,18-11-2024,['meinem Namen']
"Danke für 97,5 Prozent!!
Wow. Was für ein Vertrauensbeweis, was für ein Rückenwind: Heute wählten mich die Wahlkreisvertreter zur Kandidatin für die Bundestagswahl im Februar. Zum vierten Mal!!!
Dieses Vertrauen trägt mich in den anstehenden Bundestagswahlkampf. Ich freue mich auf die kommenden Wochen, mit vielen Begegnungen und Gesprächen. 🇩🇪 kann es besser.🙏
CDU/CSU-Bundestagsfraktion CDU Kreisverband Steinfurt CDU Ibbenbüren CDU Emsdetten CDU Kreis Borken - Die Westmünsterlandpartei CDU Münster CDU Saerbeck",de,18-11-2024,"['Bundestagswahl', 'Bundestagswahlkampf', 'Münster']"
"„Energiewende“ zerstört Reinhardswald für Windräder -
Echter Naturschutz statt grüner Klimaideologie!

Der Reinhardswald, bekannt als Grimms Märchenwald und eine der ältesten Naturlandschaften Deutschlands, wird derzeit für den Bau von 18 riesigen Windrädern gerodet. Trotz anhängiger Klagen und ungeklärter Genehmigungen rollen die Bagger. Auf meterdickem, teils 1000 Jahre altem Waldboden schaffen sie Platz für 240 Meter hohe Windkraftanlagen. Der Märchenwald verwandelt sich in ein industrielles Windparkgebiet.

Die Arbeiten haben begonnen, obwohl neun Klageverfahren offen sind, darunter Fragen zu Zuwegungen, Brand- und Hochwasserschutz sowie Trinkwassergefährdung. Anwohner und Umweltschützer kritisieren den Bau als respektlos und riskant. Sollte der Bauherr rechtlich scheitern, drohen immense Rückbaukosten – die Schäden am Wald sind jedoch irreparabel.

Dieses Projekt symbolisiert den massiven Konflikt zwischen Klimaideologie und echtem Naturschutz. Während die aus Gesichtspunkten des Umweltschutzes völlig wirkungslose ""Energiewende"" beschleunigt wird, zahlen einzigartige Landschaften wie der Reinhardswald den Preis. „Der Märchenwald Deutschlands wird geopfert“, sagt eine Anwohnerin. Der einstige Schauplatz der Grimmschen Hausmärchen könnte bald nur noch in Büchern existieren – eine bittere Realität für die Region und ihre kulturelle Identität.

Es ist erschreckend, welche Zerstörung im Namen der Klimaideologie angerichtet werden. Anstatt auf echte Naturschutzprojekte zu setzen und unsere Heimat, die Natur und die Lebensräume der Tiere zu schützen, wird auf Grundlage einer völlig abgehobenen Co2-Doktrin ein Jahrhunderte alter Wald zerstört. Es ist höchste Zeit, dass von den Menschen erkannt wird, dass die politische und wirtschaftliche Agenda des sogenannten „Klimaschutzes“ nichts mit echtem Naturschutz zu tun hat und diesem sogar massiv entgegensteht. Wenn im Namen der Klimaideologie nicht gerade ein Wald abgeholzt wird, sorgt diese jedoch stets und konsequent dafür, dass Milliardengelder nicht für sinnvolle Umwelt- und Naturschutzinvestitionen zur Verfügung stehen. Die immer schon stattfindende Änderung des Klimas kann der Mensch nur mit Anpassung, technologischem Fortschritt und echtem Naturschutz begleiten!

Quelle:
https://www.bild.de/politik/inland/baubeginn-von-18-windraedern-bagger-planieren-grimms-maerchenwald-6735a11a7b15411c7fa54f40",de,18-11-2024,"['Energiewende', 'Reinhardswald', 'Deutschlands']"
"Aus dem Durchsuchungsbeschluss, den NIUS so veröffentlicht hat: es ging bei der Durchsuchung NUR um Schwachkopf. Um nix sonst. Dieser Staat hat fertig. Und diese Heulsuse von Minister erst recht. Habeck - der kann nix und vor allem nicht Kanzler.",de,18-11-2024,"['Staat', 'Minister', 'Habeck', 'Kanzler']"
"Wenn das kein Grund zum Feiern ist! Am 18. November 1994 wurde ein entscheidendes Kapitel in der Geschichte Mecklenburg-Vorpommerns geschrieben: Die Verabschiedung unserer Landesverfassung! Seit 30 Jahren ist dieses Dokument nun schon das Herzstück unseres demokratischen Zusammenlebens in unserem Bundesland. 

Die gesellschaftliche Bedeutung der Landesverfassung kann nicht hoch genug geschätzt werden: Sie sichert jedem Einzelnen Grundrechte wie Meinungsfreiheit, Gleichberechtigung und soziale Sicherheit und damit Werte, die unsere Gesellschaft zusammenhalten. Sie bildet den Rahmen für demokratische Teilhabe und Mitbestimmung - in der Politik, in der Wirtschaft und im Alltag! Kurzum: Unsere Verfassung hat in den letzten drei Jahrzehnten den Weg für eine nachhaltige und gerechte Entwicklung geebnet. 

Dieses Jubiläum ist allerdings auch ein Anlass, daran zu erinnern, dass Demokratie kein Selbstläufer ist und wir sie gegen ihre Feinde beschützen müssen. Denn das, was wir mit ihr haben, ist nicht perfekt. Es ist allerdings das Beste, was wir in unseren Händen halten, um Freiheit, Gerechtigkeit und Mitbestimmung für unsere Bürgerinnen und Bürger zu garantieren!

#freiheit #demokratie #gleichberechtigung #frieden #verfassung #unserjunge #unserjungeinberlin SPD Ludwigslust-Parchim SPD Wismar SPD Nordwestmecklenburg-Wismar SPD Landkreis Rostock",de,18-11-2024,"['Mecklenburg-Vorpommerns', 'Wismar']"
